business_id,name,city,state,neighborhood,address,stars,review_count,is_open,categories,price_range,attributes_wifi,attributes_noise_level,attributes_ambience
mcaCxMzXxF8hGer4aYIkbQ,District N9ne,Philadelphia,PA,,460 N 9th St,2.5,29,1,"Arts & Entertainment, Music Venues, Nightlife",2,,u'very_loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
gihNKyt5d6lIZQem2r12Lw,Giunta's Prime Shop,Philadelphia,PA,,1100 Filbert St,4.5,54,1,"Specialty Food, Meat Shops, Grocery, Food",2,,,
i7H6gGM5jXMMrhr8VRZXDg,The Black Squirrel Pub and Haunt,Philadelphia,PA,,3749 Midvale Ave,4.0,22,1,"Nightlife, Bars, Pubs, Restaurants",,,u'average',"{u'divey': False, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
vBQNbW_aiKCteAp756VQgw,Sphinx Café,Philadelphia,PA,,234 S St,3.0,25,1,"Coffee & Tea, Juice Bars & Smoothies, Food, Mediterranean, Bars, Restaurants, Nightlife, Hookah Bars",2,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
mXCc-htrMH55gdaWF7wH2A,Lucky Star Asian Cuisine,Philadelphia,PA,,8919 Ridge Ave Store,4.0,127,1,"Thai, Restaurants, Chinese, Asian Fusion",2,u'no',u'quiet',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
PThO5psE-zbRtVyGSRVgGA,Crust Vegan Bakery,Philadelphia,PA,,4409 Main St,4.5,30,1,"Food, Bakeries, Cupcakes, Desserts",,,,
Nsh4KiDEu5xWhPjJftSESA,Lyn's,Philadelphia,PA,,3600 Spruce St,4.5,88,1,"Food, Food Stands, Sandwiches, Street Vendors, Breakfast & Brunch, Restaurants, American (Traditional), Food Trucks",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
s_srwvcdLZ5CIWrydX8YmA,Bonnie's Capistrano Bar,Philadelphia,PA,,1503 S 13th St,4.0,30,1,"Local Flavor, Dive Bars, Nightlife, Bars, Sports Bars",1,,u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
bSuADas9mTPxI2UUGR8PGg,Popeyes Louisiana Kitchen,Philadelphia,PA,,7124-62 Ridge Ave,2.0,36,1,"Chicken Wings, Restaurants, American (Traditional), Fast Food",1,'no',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
18790ccUVHejWqCmkoSJjA,Casta Diva,Philadelphia,PA,,227 S 20th St,4.5,148,1,"Italian, Restaurants",3,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
o6QW19rG1Xsy_ySsxqkpxg,Caffe Chicco,Philadelphia,PA,,2532 S Broad St,4.5,26,1,"Coffee & Tea, Sandwiches, Restaurants, Food, American (Traditional), Breakfast & Brunch, Fast Food",1,u'no',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
3Wyjm5SA7BxwJK3RBpkqcg,Broad Street Diner,Philadelphia,PA,,1135 S Broad St,3.0,146,1,"Diners, American (Traditional), Restaurants",2,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
H35-qdYCX2N7nb-dbvjrZQ,A P J Texas Weiner,Philadelphia,PA,,47 N 13th St,3.5,32,1,"Restaurants, Burgers, Hot Dogs",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
Gm1DYE8Ko0IaYnpfvKhCXQ,Pho Viet,Philadelphia,PA,,5520 Whitaker Ave,3.5,51,1,"Restaurants, Vietnamese",2,u'no',u'quiet',"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"
qOrzaDT6Q92tVnBziWw8NA,Weckerly's Ice Cream,Philadelphia,PA,,9 West Girard Ave,4.5,326,1,"Desserts, Caterers, Street Vendors, Event Planning & Services, Ice Cream & Frozen Yogurt, Food, Farmers Market",2,u'no',u'average',
yG5tkMER9Ftkv4RDwMaQuA,Chengdu Famous Food,Philadelphia,PA,,3635 Lancaster Ave,4.0,214,1,"Noodles, Chinese, Restaurants, Szechuan, Seafood",2,u'free',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"
EgI6S-JxwpxICPsqmaggiw,Sofitel Philadelphia,Philadelphia,PA,,120 S 17th St,4.0,373,1,"Bars, Nightlife, Event Planning & Services, Hotels & Travel, Hotels, Lounges, Caterers",3,u'free',,
45CvrxmM8rBwuV2iWHjZ_w,South View Pizza,Philadelphia,PA,,367 Durfor St,2.5,32,1,"Sandwiches, Pizza, Salad, Seafood, Restaurants",1,u'free',u'quiet',
4qG7aFq9-45830OfYt7gCA,Radicchio Cafe,Philadelphia,PA,,402 Wood St,4.0,309,1,"Cafes, Restaurants, Italian",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': None}"
IKvCKwRrj9_m9mR2pLp8HA,The Prime Rib,Philadelphia,PA,,900 Packer Ave,3.5,27,1,"Restaurants, Steakhouses",,,,"{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"
jFyvKHmFDCmkV6fg-vCg2Q,The International Bar,Philadelphia,PA,,1624 N Front St,3.5,33,1,"Vermouth Bars, Cocktail Bars, Nightlife, Bars",2,u'free',,"{'touristy': None, 'hipster': None, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': None, 'classy': True, 'casual': True}"
wsvGdHY8nD5xtMrztt6iBA,Bellissima Pizza,Philadelphia,PA,,7816 Castor Ave,3.0,37,1,"Event Planning & Services, Restaurants, Pizza, Fast Food, Chicken Wings, Caterers",1,u'no',,"{u'divey': None, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
iTjhwZjjlGjyPywY_rgCaA,Palm Tree Gourmet,Philadelphia,PA,,1940 Pine St,4.5,63,1,"Grocery, Food",1,,,
FYYFJy-Wfq1H4-D5EpPzdg,Stadium Sports Bar and Restaurant,Philadelphia,PA,,900 Packer Ave,2.0,29,1,"Nightlife, Bars, Sports Bars",2,,'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
xYfX43qH2bLNKpcqINdS_g,Ateethi,Philadelphia,PA,,2046 Sansom St,4.0,57,1,"Restaurants, Indian",,u'free',,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"
zDSZ1o-FYC2U7rrBg_kH7w,Two Eagles Cafe,Philadelphia,PA,,1401 S 20th St,4.5,60,1,"Breakfast & Brunch, Italian, Food, Mediterranean, Coffee & Tea, Restaurants, Cafes",,u'free',,"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
CpBuc0aSueBpTXce3fJoRQ,Fiore Fine Foods,Philadelphia,PA,,757 S Front St,4.5,89,1,"Restaurants, Food, Pizza, Cafes, Bakeries, Desserts, Breakfast & Brunch, American (New), Italian, Coffee & Tea",,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
vVfy055EfLMdd0yJYHxiMQ,A La Mousse,Philadelphia,PA,,145 N 11th St,4.5,691,1,"Food, Coffee & Tea, Cafes, Bakeries, Desserts, Restaurants",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
wuH4TPUo8oJo4E59xZKsNg,&pizza - Walnut,Philadelphia,PA,,430 Walnut St,4.5,364,1,"Pizza, Vegetarian, Restaurants, Vegan",2,u'free',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"
UCmTG_e7I2a5dY_3qI6Jbg,Dunkin',Philadelphia,PA,,1425 Locust St,4.0,25,1,"Restaurants, Bagels, Food, Donuts, Coffee & Tea, Breakfast & Brunch",1,'free',,
Rzx2E5XgTeGU7FEbUZ-bGg,IKEA,Philadelphia,PA,,2206 Christopher Columbus Blvd,3.0,365,1,"Kitchen & Bath, Shopping, Restaurants, Furniture Stores, Nurseries & Gardening, Home Decor, Appliances, Home & Garden",2,,u'average',
AiByKTUdixBd5vWAMyxN5g,Las Vegas Lounge,Philadelphia,PA,,704 Chestnut St,3.0,93,1,"Nightlife, Lounges, Restaurants, Bars",1,'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
uD_nMWd5b5d7gW1srYH6Jg,Top Taste,Philadelphia,PA,,40 N 52nd St,4.0,36,1,"Caribbean, Restaurants",2,'no','average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"
by2wRASwOKpCZU9KtZ3MHA,Manhattan Bagel,Philadelphia,PA,,125 S 18th St,3.0,133,1,"Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Restaurants, Bagels",1,u'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
VWy97TpzjreU_78xotES2A,Underground Arts,Philadelphia,PA,,1200 Callowhill St,3.5,75,1,"Nightlife, Arts & Entertainment, Music Venues, Bars, Performing Arts",2,u'no',u'very_loud',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
lKU_kljhbEQKIPaM1Zbqiw,Little Nonna's,Philadelphia,PA,,1234 Locust St,4.0,1147,1,"Restaurants, Italian",2,u'no',u'average',"{u'divey': False, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': True, u'romantic': True, u'classy': None, u'upscale': False}"
OcWuxEqm_5gTz7oPSHB6Jw,The Institute Craft Bar & Kitchen,Philadelphia,PA,,525 N 11th St,4.0,24,1,"Nightlife, Bars, Restaurants, Cocktail Bars, American (Traditional)",,u'free',,"{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
KHQXmUFiAD0FHvrMSakJBA,Fare,Philadelphia,PA,,2028 Fairmount Ave,3.5,456,1,"Nightlife, Vegetarian, Wine Bars, American (New), Restaurants, Bars, Seafood, Vegan",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
4hv1n1VBzMvE-T4UtIcOcw,Di Bruno Bros.,Philadelphia,PA,,1730 Chestnut St,4.0,550,1,"Restaurants, Coffee & Tea, Breakfast & Brunch, American (New), Chocolatiers & Shops, Meat Shops, Italian, Seafood Markets, Fruits & Veggies, Sandwiches, Shopping, Grocery, Specialty Food, Desserts, Food, Cheese Shops",2,u'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
XXWxdyq2QfKF4wpdDZUcxA,Wingstop,Philadelphia,PA,,"7644 City Line Ave, Ste F11",2.0,33,1,"Restaurants, Chicken Wings",2,u'no',u'loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
vJ3Jh0vXXeFWmo1PQ-N0nQ,Kif's Sports Bar and Hookah Lounge,Philadelphia,PA,,6142 Market St,3.5,25,1,"American (New), Bars, Restaurants, Hookah Bars, Sports Bars, Nightlife",1,u'no',u'loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
1JTT6PBYcoVwiUdhsSLDEg,Teas N' Mi,Philadelphia,PA,,1907 E Passyunk Ave,4.0,45,1,"Vietnamese, Restaurants, Bubble Tea, Indian, Food, Sandwiches",1,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
bgxDswHIdFP0Go0pNfyAAw,Hummus Grill,Philadelphia,PA,,3931 Walnut St,4.0,372,1,"Specialty Food, Food, Sandwiches, Middle Eastern, Vegetarian, Ethnic Food, Restaurants, Mediterranean, Greek, Salad",1,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
phsLOuBeiYI43hglvWK96Q,P S & Co,Philadelphia,PA,,1706 Locust St,4.0,437,1,"Food, Vegetarian, Coffee & Tea, Bakeries, Juice Bars & Smoothies, Food Delivery Services, Gluten-Free, Cafes, Restaurants, Breakfast & Brunch, Vegan",2,u'no','average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,Philadelphia,PA,,1201 Filbert St,3.5,676,1,"Restaurants, Pizza, Bars, Nightlife, Italian, Venues & Event Spaces, Event Planning & Services",2,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
Jn4tRtjIuz6MBCykQySpeg,Woodrow's Sandwich Shop,Philadelphia,PA,,630 South St,4.5,312,1,"Restaurants, Sandwiches, Event Planning & Services, Specialty Food, Food, Caterers, Cheesesteaks",2,u'no',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
u0Bt7uvvj7LAjAdiMtrhug,Laser Wolf,Philadelphia,PA,,1301 N Howard St,4.5,162,1,"Middle Eastern, Restaurants",3,u'no',,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': True}"
pgri9CUZXGy9hi6UMMQR6A,Louie Louie,Philadelphia,PA,,3611 Walnut St,4.0,272,1,"Restaurants, Burgers, Salad, American (New), Modern European",3,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
J-7oP_UaDIYG8CZwFL70kg,Pete's Pizza,Philadelphia,PA,,6047 Woodland Ave,1.5,42,1,"Pizza, Restaurants",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
MGaeVgdIhDUFHSrDpv8hIw,Wine Dive,Philadelphia,PA,,1506 South St,4.0,29,1,"Beer, Wine & Spirits, Nightlife, Food, Wine Bars, Bars",,u'no',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
7Zv6DTlcUZvBjmTic6oqTQ,Brunics,Philadelphia,PA,,2000 S 17th St,4.0,52,1,"Breakfast & Brunch, Restaurants",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
zxRmQ_FWVowh8rlzLCSURQ,Verree Express Pizza,Philadelphia,PA,,7959 Verree Rd,3.0,24,1,"Pizza, Restaurants",2,,,
90LsqLbaoQpz_xNbSQsCFA,Starbucks,Philadelphia,PA,,8515 Germantown Ave,3.0,58,1,"Coffee & Tea, Restaurants, Food",2,u'free',,
Q0pFg3ri7kt9xIxxXh7-RQ,SOMO Manayunk,Philadelphia,PA,,4311 Main St,3.5,288,1,"Tapas/Small Plates, Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars",3,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"
6IwF2rpoaiR_W6DzOvuceA,Victory Brewing Company Philadelphia,Philadelphia,PA,,1776 Benjamin Franklin Pkwy,4.5,51,1,"Nightlife, Breweries, Bars, Food, Pubs, Restaurants, Brewpubs",2,,,
KqUinf0QEeiZdxko2dFEsA,Shane Confectionery,Philadelphia,PA,,110 Market St,4.5,169,1,"Coffee & Tea, Specialty Food, Desserts, Candy Stores, Food, Local Flavor, Chocolatiers & Shops",2,'no',u'quiet',
FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,Philadelphia,PA,,5955 N 5th St,4.0,181,1,"Specialty Food, Restaurants, Korean, Ethnic Food, Food, Barbeque",2,u'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,Philadelphia,PA,,600 Wendover St,4.0,2686,1,"Sandwiches, Delis, Restaurants, Cheesesteaks",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
2Z4UlKeHAKmxHqbyhj4a_w,Herman's Coffee,Philadelphia,PA,,1313 S 3rd St,4.5,82,1,"Food, Coffee & Tea, Coffee Roasteries",2,,u'average',
K2svtoFXk68mFIIwLjG36g,Devon & Blakely,Philadelphia,PA,,1801 Market St,3.0,94,1,"Soup, Restaurants, Breakfast & Brunch, Sandwiches",2,'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
BFPxxguGxBZQ0kR0rWePTQ,Dunkin',Philadelphia,PA,,2530 Aramingo Ave,1.5,27,1,"Food, Coffee & Tea, Donuts, Restaurants",1,u'free',,
LSh18uOYKvYUtVoRXAsrtw,The Bourse Food Hall,Philadelphia,PA,,111 S Independence Mall E,4.0,95,1,"Food, Food Delivery Services, Shopping, Public Markets, Shopping Centers, Food Court, Restaurants",2,u'free',,
YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,Philadelphia,PA,,337 S St,4.0,722,1,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches",2,u'no',u'average',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
fzftd8EhMnYCXE7D76zCrA,McDonald's,Philadelphia,PA,,120 W Oregon,2.0,23,1,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants",1,'free',,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
hrxuwAwj7TIgAgo6TkPEMQ,Saxbys 11th and Locust,Philadelphia,PA,,234-236 S11th St,3.5,42,1,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Sandwiches",2,'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
2a5YdnWyr7KIFl2FTFk4Yw,Starboard Side Tavern,Philadelphia,PA,,2500 E Norris St,4.0,21,1,"Bars, Dive Bars, Pubs, Nightlife",1,'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
rnecTemi_wnY5fjBng77Kw,Kayu,Philadelphia,PA,,1717 Arch St,3.5,29,1,"Restaurants, Soup, Salad",2,u'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
57bce3hS4snqOknTfsiMKw,Station Pizza,Philadelphia,PA,,9319 Krewstown Rd,2.5,58,1,"Restaurants, Sandwiches, Pizza, Wraps",1,'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
xz_RcwDtr8_nHWnSj-oU-A,Saladworks,Philadelphia,PA,,8500 Essington Ave,2.5,31,1,"Soup, American (Traditional), American (New), Salad, Vegetarian, Restaurants, Sandwiches",2,u'free',u'average',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
eAzeb04i354i6VZFI4bJRQ,Philadelphia Distilling,Philadelphia,PA,,25 E Allen St,5.0,182,1,"Distilleries, Nightlife, Food, Beer, Wine & Spirits, Bars, Cocktail Bars",2,,,
lV7zv7jsrLAZ6IslbzQiuA,Fine Wine & Good Spirits,Philadelphia,PA,,724 South St,2.5,21,1,"Food, Beer, Wine & Spirits",2,,,
ra6Ejpr6Y5nJL1Um6pzTdg,Mustard Greens Restaurant,Philadelphia,PA,,622 S 2nd St,4.0,97,1,"Restaurants, Chinese, Dim Sum",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"
kxKai8GE5oDMPevV7oxvbA,Tequilas Restaurant,Philadelphia,PA,,1602 Locust St,4.0,753,1,"Restaurants, Bars, Nightlife, Mexican",3,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
0hPp_rLhzOVZ0YRbojvSeQ,Montesini Pizza,Philadelphia,PA,,6420 Frankford Ave,4.0,55,1,"Restaurants, Italian, Pizza",1,,u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
c3bTW4kOYpIjibqoy-5i_w,Artigiano Pizza,Philadelphia,PA,,3804 Morrell Ave,2.5,28,1,"Restaurants, Pizza",1,,u'loud',
ajGUFDANNSnqUoLvZPCcPw,Mace's Crossing,Philadelphia,PA,,1714 Cherry St,3.0,124,1,"American (Traditional), Restaurants, Bars, Nightlife",2,'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"
t3PkHzVTvPA8qRxKe9TIkQ,Booker's Restaurant and Bar,Philadelphia,PA,,5021 Baltimore Ave,3.5,276,1,"Bars, Event Planning & Services, Nightlife, Salad, American (Traditional), Tapas/Small Plates, Venues & Event Spaces, Breakfast & Brunch, Restaurants, American (New)",2,'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"
wjJ4QBThuRUAz3m5-Wqxkg,Ambassador,Philadelphia,PA,,635 W Girard Ave,4.0,32,1,"Cocktail Bars, Nightlife, Bars, Sports Bars, Falafel, Restaurants, Mediterranean, American (New)",,u'free',,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': True, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"
YajautTNwCHcMFKmSkabcg,Popi's Italian Restaurant,Philadelphia,PA,,3120 S 20th St,3.5,153,1,"Italian, Restaurants, American (New)",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
pQ-oo8Bai2VuTqxy0bhLgQ,Kurry Korner,Philadelphia,PA,,1016-18 Race St,4.0,75,1,"Restaurants, Japanese, Asian Fusion, Japanese Curry, Thai",2,'no',u'average',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
bACIZGdHRFfNtrufH0wMbQ,New York Bagel Bakery,Philadelphia,PA,,7555 Haverford Ave,4.5,82,1,"Coffee & Tea, Restaurants, Bagels, Food, Caterers, Bakeries, Event Planning & Services, Kosher",1,u'free',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
z7GXmSfRl92A_NWB7Zz4Og,Green Line Cafe,Philadelphia,PA,,28 S 40th St,3.5,51,1,"Breakfast & Brunch, Sandwiches, Restaurants, Coffee & Tea, Food, Cafes",1,'free',u'very_loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
bJJWjoYM8SMB9c4l1VKA1Q,Drougie's Pizza,Philadelphia,PA,,3542 Cottman Ave,2.5,90,1,"Italian, Pizza, Restaurants, Fast Food",1,u'no',u'very_loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
DIG_4Jkj7YxgK7vha3XO6A,Red Lobster,Philadelphia,PA,,"9140 Roosevelt Blvd E, ACROSS THE STREET FROM NORTHEAST SHOPPING CENTER",2.0,113,1,"Seafood, American (Traditional), Restaurants",2,u'free','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
LO5yBY9uoowtq7FsaKPJXA,Kraftwork,Philadelphia,PA,,541 E Girard Ave,4.0,559,1,"Gastropubs, Restaurants",2,u'free',u'average',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
TJhQ9wS_nuLE383nfWXnqw,Major Wing Lee Grocery Market,Philadelphia,PA,,4207 Ridge Ave,4.0,57,1,"Restaurants, Delis, Food, Grocery, Sandwiches",1,'no','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
9oZc6qwbJfO0SuKXEMh27g,Pizza Roma,Philadelphia,PA,,7300 Bustleton Ave,3.0,76,1,"Pizza, Restaurants",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
