business_id,name,stars,review_count,price_range,city,address,categories,profile_text
EMp87GsYkVdwHftE7Ar2_w,Cosmic Café and Ciderhouse,4.0,52,2.0,Philadelphia,1 Boathouse Row,"Bars, Nightlife, Cafes, Restaurants, Breakfast & Brunch, Beer Bar","Cosmic Café and Ciderhouse. Cuisine: Bars, Nightlife, Cafes, Restaurants, Breakfast & Brunch, Beer Bar. Located at 1 Boathouse Row, Philadelphia. Rating: 4.0 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: cafe, fresh, area, live, river, seating, coffee, outside, turkey, lunch, music, sandwich, near, museum, sandwiches. Reviews: Great location along the Schuylkill River and near Fairmont Park. Enjoyed the Breakfast Burrito. Food was tasty/fresh and the staff friendly. Will definitely come back when I am in the area. This place is pretty much prime location if you are near the boat house area or near the Philadelphia art museum.  The outdoor seating area is beautiful and it's nice to hang around and eat lunch watching ducks, geese, the trees and the river.  However, the PRICES are too STEEP! A regular sandwiches We love this cafe, but the live music is terrible. Worst, Quality ever. Wish there was none so we could enjoy the great location. Glad they added the bar...."
6x9hcZ1CJ4S9avBgPGS7-Q,Johnny Brenda's,4.0,556,2.0,Philadelphia,1201 Frankford Ave,"Seafood, Greek, Food, Music Venues, American (New), Sandwiches, Breakfast & Brunch, Beer, Wine & Spirits, Restaurants, Bars, Arts & Entertainment, Nightlife, Burgers, Gastropubs","Johnny Brenda's. Cuisine: Seafood, Greek, Food, Music Venues, American (New), Sandwiches, Breakfast & Brunch, Beer, Wine & Spirits, Restaurants, Bars, Arts & Entertainment, Nightlife, Burgers, Gastropubs. Located at 1201 Frankford Ave, Philadelphia. Rating: 4.0 stars. Noise level: loud. Ambience: hipster, classy, casual. Popular Keywords: beer, burger, drinks, show, fries, johnny, brenda, venue, cool, music, table, upstairs, area, again, night. Reviews: One of my favorite concert venues in the city on the second and third floors. Burgers and seafood towers are the preference. LOL. Terrible experience here tonight. They wouldn't let my sober boyfriend in because he was ""visibly intoxicated"". The loser bouncer said his eyes were ""dialated."" What? Don't go here if you want to have a good time...or actually get in. Love love love Johnny Brenda's! For several years I had visited just for the awesome food and drinks. A few months ago I went to my first show there and was blown away by the upstairs venue! The show was Mister Heavenly, a group near and dear to my heart, so I expected to have a good time. But the v"
uE_39C9Mi51XfZv68M253g,Ashton Cigar Bar,3.5,215,3.0,Philadelphia,"1522 Walnut St, Fl 2","Whiskey Bars, Cocktail Bars, Shopping, Nightlife, Vape Shops, Bars, Tobacco Shops","Ashton Cigar Bar. Cuisine: Whiskey Bars, Cocktail Bars, Shopping, Nightlife, Vape Shops, Bars, Tobacco Shops. Located at 1522 Walnut St, Fl 2, Philadelphia. Rating: 3.5 stars. Noise level: average. WiFi: free. Ambience: upscale, classy. Popular Keywords: cigar, cigars, selection, smoke, cover, ashton, drinks, spot, seemed, night, charge, after, beautiful, humidor, enjoy. Reviews: The place is great. Could be a little more generous with their pours but it is a nice relaxing atmosphere with attentive service. I did not check out their cigar selection as I brought my own but the spirts selection is outstanding. Came to town for a day. Happy about this place. Service is great. There isnt to much to say. Come try it. Air circulation is amazing. Not smokey or smelly as one would assume. We came in for some cognac and a cigar.  I'm glad that we got there when we did, we were able to snag a spot near the window and sit in some comfortable chairs.  I'm not sure that I'd want to sit in the back end of the bar where they have high top tables.  That doesn't really fit with how I'd like t"
XDJn1OQeu9IRZCEiGvmYzQ,Philly Improv Theater,4.5,48,1.0,Philadelphia,2030 Sansom St,"Nightlife, Arts & Entertainment, Specialty Schools, Comedy Clubs, Education, Performing Arts","Philly Improv Theater. Cuisine: Nightlife, Arts & Entertainment, Specialty Schools, Comedy Clubs, Education, Performing Arts. Located at 2030 Sansom St, Philadelphia. Rating: 4.5 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: improv, group, comedy, show, theater, wine, front, bottle, bring, evening, being, funny, helios, club, tickets. Reviews: I'm not sure who the group was, it was fully female, and they were absolutely hilarious. There was a skit that they did about being the best dad from two sons point of views, and the girl who played the dad was SO funny! They all were really, my fiancé and I had such a great time. This comedy show i This theatre is hands down an experience you don't want to miss. I was able to go with a group of friends when we were in town for the weekend and everyone was laughing the whole entire time - and we all can't wait to see another show next time we're in Philly! The comedy was hysterical and the acto Went for a free intro improv class with Kelly and have to say it was a very positive experience.  I was a bit hesitant to try improv as it seemed too challenging- what if I'm a dork?... so I had to push myself to attend. So glad I did, many of us were first timers to improv and we had so much fun, l"
mprtNLSD_AQ7pTb1vzbSdw,Mezzogiorno,2.5,40,2.0,Philadelphia,"8000 Essington Ave, Level 2, Terminal B","Restaurants, Italian, Pizza","Mezzogiorno. Cuisine: Restaurants, Italian, Pizza. Located at 8000 Essington Ave, Level 2, Terminal B, Philadelphia. Rating: 2.5 stars. WiFi: free. Popular Keywords: airport, pizza, before, expensive, salad, pace, flight, eggs, course, restaurants, give, awful, young, drinks, employees. Reviews: I'd give this place 0 stars if I could. It's awful. A snails pace would be faster. The lovely young female manager is useless. She has no knowledge of drinks and helping out employees when they're busy. The young girl behind the bar was making drinks while pizzas were lined up to be run to guests. T Margarita Pizza  without basil-come on!!!!!   You should let a customer know that before ordering.  Incredibly disappointing experience.  There are a lot of employees, but service is awful.   It shouldn't be that hard to get silverware.  Lame pizza doesn't have a home in Philadelphia.   Huge disappo We stopped here before our flight to grab a bite to eat. You sit at whatever table you want and then order on the tablets at the table. 

The service was friendly and a normal pace. The prices are a little high, but that's what you get at an airport. 

We tried the baked ricotta appetizer which we d"
WeylzLacbhVyhnWAbUJ4SA,Pita Chip,4.5,151,1.0,Philadelphia,"1600 N Broad St, Unit 7","Mediterranean, Vegetarian, Sandwiches, Wraps, Halal, Restaurants","Pita Chip. Cuisine: Mediterranean, Vegetarian, Sandwiches, Wraps, Halal, Restaurants. Located at 1600 N Broad St, Unit 7, Philadelphia. Rating: 4.5 stars. Noise level: quiet. WiFi: free. Ambience: casual. Popular Keywords: pita, sauce, chip, falafel, garlic, chicken, shawarma, rice, bowl, family, hummus, meal, fries, fresh, salad. Reviews: Fries with garlic sauce are always great. I love the chicken wrap and the grilled veggies are always tasty and flavorful. When you sign up for their emailing list they send you coupons Just ordered delivery for the third time here. All my previous experiences were good expect for this one. The person taking my order seemed irritated and rushed me off the phone. Before I can finish placing my order he asked my how I will be paying. I asked if I could use a certain payment (school c So I've just moved in to the area, this was my second visit to Pita. The second time I came with my family during the lunch hour. I found this place threw Yelp, searching for Halal places to eat in the area. However I have had better. On one occasion the customer service is pretty bad, it seemed to "
MlXH9dWYDFEBbwuGStlfZg,La Colombe Coffee,4.5,509,2.0,Philadelphia,1335 Frankford Ave,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch","La Colombe Coffee. Cuisine: Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch. Located at 1335 Frankford Ave, Philadelphia. Rating: 4.5 stars. Noise level: average. Ambience: hipster, trendy, casual. Popular Keywords: coffee, colombe, space, location, fishtown, shop, wifi, bread, cafe, line, latte, breakfast, where, seating, favorite. Reviews: This coffee shop has the potential to be great, but it falls short in some of the most basic areas. For starters, this location has a huge cafe area with lots of seating, but there are very few outlets to plug your computer into and they don't have WiFi! The building also lowers your phone signal, s Amazing service everytime ! Coffee is phenomenal! I love the coffee every time! One thing is there is no WiFi there so you'll have to use a hotspot Truly love this coffee shop. Good place to have your first date or just study there. Lol"
wcmatdiNPFeo6HKNNF97Ww,Human Robot,4.5,40,2.0,Philadelphia,1710 N 5th St,"Breweries, Food, Brewpubs","Human Robot. Cuisine: Breweries, Food, Brewpubs. Located at 1710 N 5th St, Philadelphia. Rating: 4.5 stars. Popular Keywords: beer, beers, robot, human, sandwiches, brewery, sandwich, something, over, bartender, being, drink, area, available, style. Reviews: Located in the old Saint Benjamin space, the interior setup is similar, but HR certainly added their touch to the space.
You should be able to find street parking anytime of day, as long as you have some parallel parking skills.
Very bright interior and for a Monday afternoon, the place was starting Damn the Czech 10 is so good!!  Also tried their Hallertau Pils.  Also very good and true to form.  Their Italian Pils - Il Cielo.  Not really to my liking.  Not sure if Italian Pilsner is really something real.  Never knew any good Italian beers.  However, the final pint was something I cannot spel We went on Superbowl Sunday and were very impressed with their beers. So often new breweries open with less than ready/perfected beers, but these guys weren't even officially open and they nailed a number of brews. They also had a good variety of styles and I was impressed with their Czech tap. Good"
Vq-oKF_DsX2QbRz-m5t27A,Mighty Melt,4.0,38,2.0,Philadelphia,111 S Independence Mall E,"Sandwiches, Restaurants, Breakfast & Brunch, Wine Bars, Nightlife, American (New), Bars, American (Traditional)","Mighty Melt. Cuisine: Sandwiches, Restaurants, Breakfast & Brunch, Wine Bars, Nightlife, American (New), Bars, American (Traditional). Located at 111 S Independence Mall E, Philadelphia. Rating: 4.0 stars. WiFi: free. Ambience: classy. Popular Keywords: cheese, sandwich, grilled, bread, melt, mighty, bourse, fries, sandwiches, soup, beef, tomato, melted, night, happy. Reviews: Let me start off by saying i'm not the biggest cheese fan, and OMG did this place blow me away! Was at an event last night and Mighty Melt gave out their grilled cheese & tomato soup and I could have just stayed at their booth all night - was one of the best, if not the best, things I tried all nigh Definitely recommend checking this place out in the newly renovated Bourse (which is beautiful by the way.) The grilled cheese sandwiches here are AMAZING. The bread has just the right amount of crispiness and the combinations in the sandwiches are inventive and delicious. I've tried most of them al Friendly service!  Cheesy deliciousness!  Sooo flavorful...
Chicken Dance: Gouda, Lemon & Thyme Roasted Chicken, Lancaster Apple Butter and Caramelized Fennel on Seeded Sourdough Bread  Hotstepper: Cheddar, Bacon and Jalapeno on Jalapeno Cheddar Pullman Bread
Our favorite sandwich place in The Bours"
m6RGfATGF1aL_g7oYJ-mbg,honeygrow,3.0,163,2.0,Philadelphia,3731 Walnut St,"Vegetarian, Restaurants, American (New), Salad, Noodles, Vegan","honeygrow. Cuisine: Vegetarian, Restaurants, American (New), Salad, Noodles, Vegan. Located at 3731 Walnut St, Philadelphia. Rating: 3.0 stars. Noise level: loud. WiFi: free. Ambience: trendy, casual. Popular Keywords: location, honeygrow, stir, noodles, salad, garlic, lunch, ingredients, sauce, wait, chicken, options, overall, ordering, long. Reviews: Love honeygrow, hate this location. 

It's always swamped which is fine but it's always a guess if you'll actually get your order and if it's right. If it's wrong just cut your losses bc it will take an hour to get someone's attention to fix it. 

It's a gamble how much will actually be put in your  I've become weirdly obsessed with honeygrow as a quick lunch option during work. 
The ordering is super convenient and easy because they have touch screen menus that you just place your order through. (Be sure to download the app for rewards!) I like honeygrow especially because you don't have to ju Delicious!

I love the option of creating your own stir fry. I love to order tofu, wheat noodles, pineapple, mushrooms, snow peas, cashews, broccoli, and pickled cucumber. All of it is entirely vegan and super yummy! It was around $10, which isn't a bad price for a filling dinner. I'll definitely be"
ktM6aYuzqWd-kA8SIWswiQ,Winnie's Manayunk,3.5,599,2.0,Philadelphia,4266 Main St,"Bakeries, Bars, Beer Bar, American (Traditional), Event Planning & Services, Food, American (New), Cocktail Bars, Nightlife, Caterers, Restaurants, Tapas/Small Plates, Breakfast & Brunch","Winnie's Manayunk. Cuisine: Bakeries, Bars, Beer Bar, American (Traditional), Event Planning & Services, Food, American (New), Cocktail Bars, Nightlife, Caterers, Restaurants, Tapas/Small Plates, Breakfast & Brunch. Located at 4266 Main St, Philadelphia. Rating: 3.5 stars. Noise level: average. WiFi: free. Ambience: classy, casual. Popular Keywords: brunch, winnie, breakfast, bread, wait, eggs, chicken, server, asked, after, looked, lunch, seated, again, salad. Reviews: Lots of options on the lunch/ breakfast menu-but they were out of things after you ordered them.  Plating  lacked eye appeal.  Staff was friendly but over burdened with tables.  Overall this was a  disappointing experience. Phenomenal brunch options! Quick service and super fun Saturday morning atmosphere :) Great food! Went for breakfast-brunch and was able to get seated quite fast outside. All of all meals were great and the server was very attentive. It was a slight wait to get our food but that's expected because it was very busy. A lady who was dressed a bit fancier than the servers was sooooo nice"
MM_v-KIUJiXLCxnkIqPKWA,Soy Cafe,4.5,299,1.0,Philadelphia,630 N 2nd St,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food","Soy Cafe. Cuisine: Restaurants, Vegetarian, Vegan, Coffee & Tea, Food. Located at 630 N 2nd St, Philadelphia. Rating: 4.5 stars. Noise level: average. WiFi: free. Ambience: classy, casual. Popular Keywords: vegan, wrap, cafe, smoothie, coffee, healthy, options, cheese, veggie, spot, sandwich, cute, didn, many, serve. Reviews: Fantastic food, great service, varied and healthy menu! The wraps are all great and they can accommodate to special dietary needs (eg, gluten or soy free) The best! Love the veggie wrap, it's so healthy and delicious. Great soups too. The decor is so cute and they have outdoor seating both on the front block and the back patio. Highly recommended. Super cute versatile cafe with a variety of food options. I dig the minimalistic lamp on the tables towards the back of the cafe. 

I got the Soy Wrap (spinach wrap, soy chicken) with a small House Coffee. Serving size was plenty, food tasted clean and satisfying, and the coffee was just right. 

De"
E0AKqwkebF15_hvzNSyGlQ,P. J. Clarke's,4.0,130,2.0,Philadelphia,601 Walnut St,"Bars, American (Traditional), Restaurants, Cocktail Bars, Nightlife","P. J. Clarke's. Cuisine: Bars, American (Traditional), Restaurants, Cocktail Bars, Nightlife. Located at 601 Walnut St, Philadelphia. Rating: 4.0 stars. Noise level: average. WiFi: free. Ambience: classy. Popular Keywords: burger, drinks, area, cool, oysters, party, happy, atmosphere, dinner, cheese, hour, experience, philly, night, fries. Reviews: We had a wonderful experience, friendly and helpful server, great food, pleasant atmosphere, not too noisy! The trout was to die for! Visiting friends for the holiday in Philly and decided to try PJ's as we were familiar with it from NYC.  Well, we were happily surprised.  Food was excellent, lively fun atmosphere and the staff was friendly and helpful.  We had a very enjoyable night out. Thank you PJ Clarks. Monday 1pm very quiet helpful service good bee choice. 
Generous fish an chips. Fish big fries string not so much. Supplied in pseudo newspaper but vinegar in pot on the side?
Chicken pot pie with real short crust pastry. Really liked it. 
Dark inner food area which ought to be a steakhouse. 
Appare"
QzvJ0jFrCo2lldh5CiNcCQ,Gennaro's Famous Pizza,2.5,29,1.0,Philadelphia,210 W Chelten Ave,"Pizza, Restaurants","Gennaro's Famous Pizza. Cuisine: Pizza, Restaurants. Located at 210 W Chelten Ave, Philadelphia. Rating: 2.5 stars. Popular Keywords: cheese, taste, wings, pizza, steaks, gennaro, burger, disappointed, fries, family, mother, both, patty, quality, ordering. Reviews: I ordered a patty melt burger from Gennaros and was very disappointed in the quality and pricing of this burger.  It was clearly a frozen patty that was tough and chewy and not at all juicy.  The cheese did not taste like swiss and the onions were hardly cooked.  I was very disappointed by the overa I have been eating here for years. Buffalo wings are always a go-to and taste great. They have great pizza and friendly staff. ordered two cheese steaks and cheese fries , I requested relish and ketchup for the steaks, which came dry and the cheese steaks came with no cheese and no taste beware of these omissions that you pay for; oh yea the cheese fries were no better than the plain steaks"
x5GkG0oI_S107wLlgdBxVA,Spread Bagelry,2.5,203,2.0,Philadelphia,3602 Chestnut St,"Nightlife, Beer Bar, Breakfast & Brunch, Bagels, Restaurants, Bars, Coffee & Tea, Food","Spread Bagelry. Cuisine: Nightlife, Beer Bar, Breakfast & Brunch, Bagels, Restaurants, Bars, Coffee & Tea, Food. Located at 3602 Chestnut St, Philadelphia. Rating: 2.5 stars. Noise level: average. WiFi: free. Ambience: hipster, casual. Popular Keywords: bagel, bagels, cheese, cream, spread, sandwich, breakfast, coffee, sandwiches, sometimes, bagelry, though, fresh, still, classic. Reviews: In philly for the weekend, got a bagel burger and it was to die for!!!!! Will definitely return The place was empty they still got none of our orders right, it took forever, the employees were fighting the whole time, and it was way overpriced to top it all off :) Strong potential for a good bagel shop, however has many flaws. 

Cons:
1) bagels are dry and taste more like bread that a classic bagel. 
2) water from the dispenser is strangely warm
3) it took nearly 20 minutes to prepare a bacon egg and cheese 
4) $12 for a bacon egg and cheese and a can of soda"
S6AP1meHAC0RxJXW26fq1g,Philly Foodworks,5.0,115,2.0,Philadelphia,2901 W Hunting Park Ave,"Fruits & Veggies, CSA, Food, Food Delivery Services, Specialty Food, Farmers Market","Philly Foodworks. Cuisine: Fruits & Veggies, CSA, Food, Food Delivery Services, Specialty Food, Farmers Market. Located at 2901 W Hunting Park Ave, Philadelphia. Rating: 5.0 stars. Popular Keywords: philly, foodworks, local, produce, fresh, quality, customer, items, delivery, support, farmers, easy, market, during, weekly. Reviews: So many conveniences about this service that other (much bigger) meal delivery services just can't compete with. The price point is fair, and you can change your order up until one day before your delivery (companies like blue apron insist that you cancel 6 days in advance). Additionally, you can op I've received two deliveries from Philly Foodworks so far, and plan to continue subscribing for one box at least every other week (the subscriptions are flexible, which is perfect for planning around a varying schedule). This is such an amazing way to source local produce and support the surrounding The shares have a nice variety of items, and I love the market to make additional purchases. I never have to go to the grocery store anymore. When an item is short, such as a bread, they let you know, and you get a replacement. I love being able to get local items so easily. It's easy to skip a shar"
bffLbfi1IEAff5C2IHJvFA,Han Dynasty,3.5,417,2.0,Philadelphia,4356 Main St,"Chinese, Restaurants","Han Dynasty. Cuisine: Chinese, Restaurants. Located at 4356 Main St, Philadelphia. Rating: 3.5 stars. Noise level: average. Ambience: casual. Popular Keywords: dynasty, spicy, location, noodles, city, chinese, university, spice, authentic, chicken, chili, dinner, however, dishes, dish. Reviews: I had the 3 cup chicken and fried dumpling. The 3 cup chicken is now my new favorite dish. Really good with rice. The flavor is so good and the serving size is good. The service is fast, quick and courteous too. We used to go there a lot and It was great. But it's bad now. The waitstaff are slow and don't really care ...the owners should come in more often and bring in better servers to make it great again! The best authentic Chinese food in the area!   Everything on the menu is spectacular.  
Henry, the manager, is always welcoming and helpful.  
Just go."
nF5QByCz21MY0KLtSoB5KA,Penrose Diner,4.0,386,2.0,Philadelphia,2016 Penrose Ave,"Comfort Food, Diners, Breakfast & Brunch, Restaurants","Penrose Diner. Cuisine: Comfort Food, Diners, Breakfast & Brunch, Restaurants. Located at 2016 Penrose Ave, Philadelphia. Rating: 4.0 stars. Noise level: average. Ambience: classy, casual. Popular Keywords: diner, penrose, breakfast, meal, server, take, dinner, philly, please, coffee, waitress, chicken, eggs, enjoyed, most. Reviews: Went to this local spot for dinner after a long day of sight seeing in Philadelphia's our server, Amy, was great and the food was too. The place is very organized and very clean. It got rather busy as we were there. I positively would go back the next time we are in town. BTW the deserts were out of Great diner not too far from PHL. I had the chicken cheesesteak. Also picked up some pastries for the kids. My son always looks forward to a chocolate chip Belgian waffle with eggs when dining here. I was surprised and excited to see the ""BEYOND MEAT"" plant based burger on the menu. It was delicious!!! Donna #2, was so pleasant and provided excellent service."
fQbT2skNJPvNDIhLHmcYKA,Yeeroh,4.0,159,2.0,Philadelphia,1412 South St,"Greek, Restaurants, Salad, Sandwiches, Mediterranean","Yeeroh. Cuisine: Greek, Restaurants, Salad, Sandwiches, Mediterranean. Located at 1412 South St, Philadelphia. Rating: 4.0 stars. Noise level: quiet. WiFi: free. Ambience: trendy, casual. Popular Keywords: gyro, salad, greek, fries, lamb, yeeroh, delivery, feta, chicken, side, disappointed, didn, meat, bowl, fried. Reviews: Just around the corner from my real estate office, and I can't believe how long it took me to eat here! It was fantastic!! 

I had their traditional Gyro with pork and it was really great. The meet was perfectly prepared, and I will definitely be going back to try some of their other variations! 

I Found this place on a whim and was so very happy I did!  I got their signature lamb/beef gyro with the fries on it, which I'd never had.  Fantastic food from some nice people.  Next time I'm in Philly, The steaks can wait--I'm going here! Food was OK, but business forgot an item and apparently overcharged for what was ordered including dessert which should have been comped. Also, the itemized receipt does not indicate prices; we had to go refer to menu to see exactly what we were charged for."
IvAa7PvfOYl0xRML5W3ebg,Yards Brewing Company,4.0,755,2.0,Philadelphia,500 Spring Garden St,"American (Traditional), Nightlife, Food, Bars, Restaurants, Beer, Wine & Spirits, American (New), Pubs, Local Flavor, Breweries, Event Planning & Services, Venues & Event Spaces","Yards Brewing Company. Cuisine: American (Traditional), Nightlife, Food, Bars, Restaurants, Beer, Wine & Spirits, American (New), Pubs, Local Flavor, Breweries, Event Planning & Services, Venues & Event Spaces. Located at 500 Spring Garden St, Philadelphia. Rating: 4.0 stars. Noise level: loud. WiFi: free. Popular Keywords: beer, tour, yards, beers, brewery, take, minutes, drinks, around, table, didn, sandwich, over, event, guide. Reviews: Loved the brewery tour.  Mike H did an awesome job.  He was very informative, funny, and answered a ton of questions. We lucked into a small group so it had a private tour feel. Can't wait to go back!

Don't miss the Ales of the Revolution, they are awesome and Yards pale ale is one of the best I've The Yards Taproom is awesome! My dad and I came here on a Sunday around 1:15pm. We were able to fit in lunch and flights before the 2pm tour. The venue is so spacious and well decorated. The bar has plenty of TVs, and there's a room with pool and darts as well.

I've had pretty much all of the Yards Awesome place. Great food, great staff.   And really so many beers on tap.  Something for everyone.  These guys are doing something right."
sCPx4Sy4I1wMeZwsTzCFRg,Chipotle Mexican Grill,1.5,24,2.0,Philadelphia,1000 S Broad St,"Event Planning & Services, Mexican, Restaurants, Caterers, Fast Food","Chipotle Mexican Grill. Cuisine: Event Planning & Services, Mexican, Restaurants, Caterers, Fast Food. Located at 1000 S Broad St, Philadelphia. Rating: 1.5 stars. Popular Keywords: chipotle, location, bowl, employees, asked, chips, line, give, today, want, online, didn, literally, experience, hands. Reviews: This place was atrocious today... dirty tables, overflowing trash, and my chicken was cold.  SMH. Listen... Chipotle is not cheap. I would expect this from some cheap fast food place. I'm just tired of the very light bowls... barely anything in there. I don't want to pay extra for stuff that should already be there. Don't even get me started with how crappy the bowls are if you order online. I j Nothing much to say here but I got sick and threw up like 10 minutes after eating my Barbacoa bowl. To make matters worse, a few months later when I went in to ask for a cup of water the store manager, Stella refused."
vAfuyrsog38dv_q3z5YwLA,Fredy & Tony's Restaurant,4.0,29,1.0,Philadelphia,3001 N Front St,"Restaurants, Spanish","Fredy & Tony's Restaurant. Cuisine: Restaurants, Spanish. Located at 3001 N Front St, Philadelphia. Rating: 4.0 stars. Popular Keywords: rice, before, beans, still, freddy, tony, customer, down, anything, where, puerto, rican, rosita, didn, since. Reviews: Great food ya need to try thanks
Front & Indiana 3001 Freddy's and Tony's is much better then the one at 201!! Period!! Customer service is like family and they always there late! The other one before the last hour they pulling down the gate and never have anything... Yummmyyyy. I ate half of my meal as I was standing waiting for the rest to be done! Very good and fresh. I love! Great customer service too."
Jq65KuNzC_Uee3TJB9Xv-Q,Pizzeria Pesto,4.0,120,2.0,Philadelphia,1925 S Broad St,"Restaurants, Italian, Pizza","Pizzeria Pesto. Cuisine: Restaurants, Italian, Pizza. Located at 1925 S Broad St, Philadelphia. Rating: 4.0 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: pizza, delivery, pesto, wings, delivered, large, sauce, chicken, though, most, pies, cheese, grandma, chewy, flavor. Reviews: My goto for Grubhub, they always deliver. Their pizza is delicious and chewy, sauce has lots of good flavor. 

I also usually get wings, mozzarella sticks, and fries. All very solid options to order from!

Would recommend for those in South Philadelphia and beyond. Crispy yet chewy good flavor on the margherita pizza sauce was pretty good. bacon chicken ranch pizza was not great chicken was flavorless. Fries were floppy but had a chew to it, lukewarm at best. Pizzas werent ice cold but not warm either. Temperature may be due to delivery from grub hub. Overall  Food is good  but the wait time is ridiculous. I waited over 2 hours the last 2X just for 2 pizzas and wings"
hYWwNKt65xf525Z1GaQsNg,Tiffin - South Philadelphia,3.0,143,2.0,Philadelphia,1100 Federal St,"Indian, Restaurants","Tiffin - South Philadelphia. Cuisine: Indian, Restaurants. Located at 1100 Federal St, Philadelphia. Rating: 3.0 stars. Noise level: quiet. Ambience: classy. Popular Keywords: chicken, tiffin, indian, delivery, naan, paneer, again, lamb, wasn, ordering, saag, tikka, masala, onion, favorite. Reviews: I guess I should have known I would be underwhelmed when I wasn't asked a spice level when ordering....  I was in the neighborhood and thought I would check in and see if Tiffin has improved its offerings -they really haven't. I got saag Paneer and am convinced it was made with mozzarella - is that  Just not worth it. Overpriced. Tiny portions. Way too long of a wait for delivery. 8 paid $15 to wait an hour and a half for chicken tikka...and got 7 pieces of chicken total. 7. They can't be bothered to throw in a couple pieces of naan either. place is less than a mile away and the food is slow co The best Indian Restaurant in Pennsylvania! The Chicken Tikka Masala is extremely tasty. I cannot wait to order from here again soon!"
2CvDC4izZ55VHSqk5N8cFA,Grace Tavern,3.5,330,2.0,Philadelphia,2229 Gray's Ferry Ave,"Nightlife, Pubs, Bars","Grace Tavern. Cuisine: Nightlife, Pubs, Bars. Located at 2229 Gray's Ferry Ave, Philadelphia. Rating: 3.5 stars. Noise level: average. WiFi: free. Ambience: classy, casual. Popular Keywords: beer, burger, fried, chicken, grace, tavern, salad, pickles, decent, burgers, fries, experience, down, times, sandwich. Reviews: I've heard of Grace Tavern numerous times over the years in local beer magazines, so when I found myself close by I decided to stop in for lunch. These old row home block type bars always have unique character and charm. Grace Tavern's building bends to the right to follow the street behind it, has  Was originally going to give this place a 1 Star based on the horrible service from Lulu. I was the only one there around 4 PM and was treated like I was an inconvenience being there. I don't think I asked a question that I didn't receive a condescending answer to. Despite having no intentions of re I come for the trivia on weds nights which can be fun depending which brewery is hosting but the food is nothing special. I had buffalo cauliflower which I liked but the fries aren't good, and that's hard to do. If I'm starving and need something the fried pickles are fine."
4hH1lt7mHPbl4r2O7LH6nA,Jordan Johnson's Gourmet Seafood,3.5,128,2.0,Philadelphia,7199 Buselton Ave,"Restaurants, Seafood","Jordan Johnson's Gourmet Seafood. Cuisine: Restaurants, Seafood. Located at 7199 Buselton Ave, Philadelphia. Rating: 3.5 stars. Noise level: average. Ambience: casual. Popular Keywords: shrimp, rice, salmon, curry, wait, mussels, fried, sauce, garlic, worth, again, server, appetizer, night, after. Reviews: Had a great time here! It's a little dark and definitely has a masculine vibe but the waiter was nice, the food was delicious and came out in a timely manner and it's $5 for byob which was great! Definitely wanting to  come back here again! First timer here and I'm super impressed. Food was simply delicious! I got Shrimp Scampi and my fiancé got Salmon Alfredo. Mine came with two sides, I got corn on the cob, mash potatoes and Asian vegetable fried rice on the side. The rice was amazinggg! It was my absolute favorite. Everything was su Great addition to the NE.  I had the Thai Chili shrimp appetizer, it was amazing.  I also had the Alaskan crab legs- hands down best in the area.  They were in a seasoned buttery sauce that was extremely flavorful.  I will definitely be back here again.  The only bad thing I can say was the server w"
iZJ-LlKeSRRu6HbY4LZ9ww,Popeyes Louisiana Kitchen,2.0,52,1.0,Philadelphia,1516 Chestnut St,"American (Traditional), Fast Food, Restaurants, Chicken Wings","Popeyes Louisiana Kitchen. Cuisine: American (Traditional), Fast Food, Restaurants, Chicken Wings. Located at 1516 Chestnut St, Philadelphia. Rating: 2.0 stars. Noise level: loud. Popular Keywords: chicken, rude, sandwich, popeyes, employees, fries, customer, spicy, waited, store, customers, nasty, line, while, please. Reviews: Very unprofessional serving staff. I asked a question about the menu and the staff at the desk was very rude and mean and did not have an attitude fit for the service industry. Fries were dry, hard, and chewy. They tasted like they'd been sitting there for a long time. Chicken was cold. Customer service is non existent. Showed up to try the new chicken sandwich. 15 people in front of me. Lots of activity behind the counter but no movement in the line.  Waited 10 + minutes, looked up and now 16 people in front of me (one had sat down for a while).  The glass door was smeared with worrisome substances, some consumpti"
